"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
"2F4A8D72-36D6-4579-B9B1-08B7BF189C58","H & A ENERGY BAR INC.","850 INDUSTRIAL AVENUE","OTTAWA","ON","K1G 4K2","","",""
"8F867C0B-CB74-4A8A-A420-99D49CEC8AD8","MONTANA COFFEE & TEA SERVICE","2465 STEVENAGE DRIVE","OTTAWA","ON","K1G 3W2","","","+16137383311"
"D2BCB2A2-DC1C-4723-9F92-50071CDBD9BB","GOOD FOOD 2 U","1555 MICHAEL STREET","OTTAWA","ON","K1L 6Y3","","",""
"4068F090-775B-4520-905E-0C2D37AEB66F","LAVERGNE WESTERN MEATS","3971 NAVAN ROAD","OTTAWA","ON","","","","+16138248175"
"FFF449DE-06C1-4261-934E-9636A16DDEEE","SUCHARU INTERNATIONAL LTD","1145 NEWMARKET STREET","OTTAWA","ON","K1B 3V1","","","+16132764272"
"4964443A-F3D0-4432-A816-94259C82C389","AGG CANADA PLANT","2378  HOLLY LANE","OTTAWA","ON","K1V 7P1","","",""
"07EA1337-F0AF-4DF3-B8C9-763895170DA6","PURE BREW","2208  ST. JOSEPH BOULEVARD","OTTAWA","ON","K1B 4A6","","","+16138418370"
"2A87AAB8-7B83-408F-A517-586170FD78BB","INCUBATOR KITCHEN - SIGNATURE FOODS","1169 PARISEAN STREET","OTTAWA","ON","K1B 4W4","","","+16137466662"
"A0BA0592-0669-4863-AEB0-62445A081A10","ICE CO LTD","855 INDUSTRIAL AVENUE","OTTAWA","ON","K1G 4L4","","","+16132498724"
"56E0D9F7-E072-45C8-A004-6B32BA283080","KANATA FARMERS MARKET","420 HAZELDEAN ROAD","OTTAWA","ON","K2L 4B2","","",""
"3456AEC6-7F83-41D8-89A5-5BA9CDB1DCFC","PINEWOOD ORCHARD","101  HERZBERG ROAD","OTTAWA","ON","K2K 2Y3","","","+16138284412"
"63C3B118-78BD-4EF0-93CC-C9EF465F7C86","METCALFE FARMERS MARKET","2803 8TH LINE ROAD","OTTAWA","ON","K0A 2P0","","",""
"4410BAFB-686B-41C4-AF33-B0B491E189E0","ORLEANS FARMERS MARKET","250 CENTRUM BOULEVARD","OTTAWA","ON","","","","+16138212770"
"2F7E6A15-9A2B-4F9B-BFAB-C6218BDBFCD5","CUMBERLAND FARMER'S MARKET","1115  DUNNING ROAD","OTTAWA","ON","K4C 1P6","","",""
"0B366B99-4CDF-4DC8-98E6-AA6319750D42","MAIN STREET FARMER'S MARKET","192  MAIN STREET","OTTAWA","ON","K1S 1C0","","",""
"95441171-E543-4BCA-912B-BC36A11E6B74","LANSDOWNE FARMER'S MARKET","1015  BANK STREET","OTTAWA","ON","K1S 3W7","","",""
"CE43C01A-92AB-484A-83DD-2619943F113B","BYRON FARMERS MARKET"," BYRON STREET","OTTAWA","ON","","","",""
"EDAC7693-8A75-470B-A56D-96FC4B6D8BDF","MACHZIKEI HADAS","2310  VIRGINIA DRIVE","OTTAWA","ON","K1H 6S4","","","+16135219700"
"A6E54BAD-28EE-4F34-8F62-37866A699922","MACHZIKEI HADAS","2310 VIRGINIA DRIVE","OTTAWA","ON","K1H 6S4","","","+16135219700"
"B1ABF5BE-A4E0-49F3-A9F9-FE33FC91F184","THE PLAYSPACE ","474 HAZELDEAN ROAD","OTTAWA","ON","K2L 4E5","","",""
"172FF80E-60C5-48D6-8842-FDAE37DD478B","TINY HOPPERS KANATA NORTH DAYCARE","50 COLCHESTER SQUARE","OTTAWA","ON","K2K 2Z9","","","+16135999998"
"27FEC807-9B17-4636-81EB-D719767F1DF1","BARRHAVEN CHILD CARE CENTRE","56 KENNEVALE DRIVE","OTTAWA","ON","K2J 3B2","","","+16138259385"
"D5AA1D05-A1C1-4C04-A6DF-EC7186FF3A4D","KIDS & COMPANY","110 MICHAEL COWPLAND DRIVE","OTTAWA","ON","K2M 1P6","","",""
"FAAED3A3-AA60-4627-BDEF-C5D9A03FC5A3","KIDS KINGDOM","66 HEARST WAY","OTTAWA","ON","K2L 2P4","","","+16132903044"
"9299C92D-7A31-40F4-ACF1-C0FD8F2E3C53","OTTAWA CATHOLIC SCHOOL BOARD","1105 MARCH ROAD","OTTAWA","ON","K2K 1X7","","",""
"95ADB240-DF41-4674-8BDE-E608827FD4A4","A GYM TALE","3777 STRANDHERD DRIVE","OTTAWA","ON","K2J 4B1","","",""
"74386CAA-0DB1-44D0-984D-FA2B234526F6","ACADEKIDZ DAYCARE","1010 MORRISON DRIVE","OTTAWA","ON","K2H 8K7","","","+16137213872"
"FBDEDBDB-88AA-4D49-A67E-EFA5D0C5529A","RAINBOW MONTESSORI SCHOOL","2120 PRINCE CHARLES STREET","OTTAWA","ON","K2A 3L3","","",""
"1760A61A-A4D6-4A4E-8A28-9EB133D6428D","STITTSVILLE'S IMAGINATION STATION PRESCHOOL & KINDER INC.","1115 CARP ROAD","OTTAWA","ON","K2S 1B9","","","+16134359177"
"DDB49091-B9D8-410A-9277-914451779891","MY LITTLE PRESCHOOL","815  RIVER ROAD","OTTAWA","ON","K4M 1B2","","","+16136920004"
"2B45EC30-DE83-462A-BE99-6B3DAAE0160B","CHILDREN'S UNIVERSE DAYCARE","80  TERENCE MATTHEWS CRESCENT","OTTAWA","ON","K2M 2B4","","","+16138369000"
"0EF9E770-CDB1-40A1-9D59-376F1DB41955","LITTLE SCHOLARS MONTESSORI","3500 FALLOWFIELD ROAD","OTTAWA","ON","K2J 4A7","","",""
"5E2BF7F7-B2FA-4EE8-8BE0-31F70E90D33F","CENTRE L'ETOILE FILANTE","17 BRIDGESTONE DRIVE","OTTAWA","ON","K2M 0E9","","","+16135918585"
"FD12106F-A5F2-4AAC-A74B-771FDCB18FDA","TINY HOPPERS","4456 LIMEBANK ROAD","OTTAWA","ON","K1V 2N8","","",""
"9C2251F2-8739-4B97-9312-D4B2422BA411","LITTLE LOVE BUG DAYCARE","1160 MAITLAND AVENUE","OTTAWA","ON","K2C 2C2","","",""
"7D001C0B-1294-4152-A0D5-9D89BBD44210","DOLPHIN TALE CHILD CARE LTD","59 IBER ROAD","OTTAWA","ON","K2S 1E7","","","+16138257673"
"06A922FA-0E70-4328-B37C-DD99C63714CE","KIDS AND COMPANY KANATA","11 HINES ROAD","OTTAWA","ON","K2K 2X1","","","+16132227199"
"AB178B20-C36B-45B0-9A6F-906892CF12A2","KANATA MONTESSORI","355 MICHAEL COWPLAND DRIVE","OTTAWA","ON","K2M 2C5","","","+16135922189"
"E3310F74-041F-45C5-95D7-CB19472D11AF","LITTLE PICKLES","200 KATIMAVIK ROAD","OTTAWA","ON","K2L 2V5","","",""
"EF96287B-C080-4E07-9529-72428668B5E8","RIDEAU VALLEY CHILD CARE SER","5858  RIDEAU VALLEY DRIVE","OTTAWA","ON","K4M 1B3","","","+16136924625"
"B7F0D0C5-D4AE-4C45-B6E6-94A45CA706B3","CENTRE EDUCATIF LE MANEGE","2450 RIVER MIST ROAD","OTTAWA","ON","K2J 5W5","","",""
"781D7A55-781C-44B9-8C18-8D6BCCA80DBA","STEPPING UP DAYCARE","63 GLENCOE STREET","OTTAWA","ON","K2H 8S5","","",""
"4569157F-259F-409A-8090-8CCBE18E8005","CHILDREN'S VILLAGE AT KLONDIKE","1032 KLONDIKE ROAD","OTTAWA","ON","K2K 1X7","","","+16135990008"
"EF029D60-565B-4AF4-9E4C-B5D5CAAA3075","PICKLES & POPPETS NURSERY SCHOOL","200 KATIMAVIK ROAD","OTTAWA","ON","K2L 2V5","","",""
"AB9F0C36-CE73-4492-8C15-53B4F00761FC","CHILDRENS WORLD CHILD CARE","26 THORNCLIFF PLACE","OTTAWA","ON","K2H 6L2","","","+16134913152"
"2697B5B4-1851-44BC-8069-998AFF4FF586","NURTURE YOUR FUTURE DAYCARE","500 BRIDE PRIVATE","OTTAWA","ON","K2J 0J1","","","+16138384238"
"F09C4115-7954-4207-855D-C0B04C381CE1","BELLS CORNERS CO-OP NURSERY","3955 RICHMOND ROAD","OTTAWA","ON","K2H 5C5","","","+16138286011"
"4AA0EEB9-507F-4B25-BB26-514E74ABA4C7","TINY HOPPERS","3023 CEDARVIEW ROAD","OTTAWA","ON","K2J 4A8","","","+16134408507"
"6B7039F3-1B07-4E3C-8057-59A7B44C2714","LITTLE PICKLES & POPPETS ","3013 JOCKVALE ROAD","OTTAWA","ON","K2J 4E4","","","+16132960668"
"AA85DDFD-48F2-4F41-BA84-50DA5481BC07","CHILDREN'S PLACE ","310 LEGGET DRIVE","OTTAWA","ON","K2K 1Y6","","","+16135925002"
"57D1A0AD-32C9-4BE4-A55A-195F1FF53763","CENTRE EDUCATIF COEUR DES JEUNES","100 WALDEN DRIVE","OTTAWA","ON","K2K 0G8","","","+16135992225"
"42F7B9E5-E8B2-4EBB-B46E-26520F30075A","CITY VIEW CENTRE FOR CHILD & FAMILY","1099  LONGFIELDS DRIVE","OTTAWA","ON","K2J 5L2","","","+16138238244"
"59E08162-BD48-4CD0-BA32-669790F52170","KANATA NORTH EARLY LEARNING CENTRE","232 HERZBERG ROAD ","OTTAWA","ON","","","","+16132870806"
"BB1594A8-D385-419E-B547-5E7A9637E4D0","LADY MACDONALD CHILDCARE CENTRE","401  STONEHAVEN DRIVE","OTTAWA","ON","K2M 3B5","","","+16132719898"
"A2265076-5B89-4099-8020-7F4B1A64FEE1","CHILDREN'S PLACE- MEGAN'S PLACE","311 LEGGET DRIVE","OTTAWA","ON","K2K 1Y6","","","+16135913398"
"6E06C5B5-5124-4283-8570-728674E37C71","CHILDREN'S UNIVERSE DAYCARE","101 SCHNEIDER ROAD","OTTAWA","ON","K2K 1Y3","","","+16135911777"
"5FC06E55-5C08-46C8-971E-7195AC20F4D2","TINY HOPPERS","64 STONEHAVEN DRIVE","OTTAWA","ON","K2M 2Y2","","","+16135996277"
"B52B5D6B-F2FB-40EF-85A9-4F5BC7478F3A","KANATA ACADEMY PRIVATE SCHOOL","2 BEAVERBROOK ROAD","OTTAWA","ON","K2K 1L1","","",""
"7E915FF8-1A6D-4A7B-B705-BD66AF28A9B8","NATURE & NURTURE CHILDCARE SERVICES INC","50 STEACIE DRIVE","OTTAWA","ON","K2K 2A9","","","+16135911114"
"60BEBEE6-E9F0-41FD-8F20-59462D59DCFD","MANOTICK MONTESSORI                   ","5710 LONGSHADOW STREET","OTTAWA","ON","K4M 1A7","","","+16136921969"
"BB62AB94-10C5-4C1A-9812-558A75DA21B7","STRANDHERD LITTLE SCHOLARS MONTESSORI","4100 STRANDHERD DRIVE","OTTAWA","ON","K1J 0V2","","","+16138434100"
"F55467D4-27C1-4DE0-8275-436031ECE240","PICKLES & POPPETS NURSERY SCHOOL","2900 JOCKVALE ROAD","OTTAWA","ON","K2J 4J5","","","+16138369044"
"71C04C11-8F69-4DCC-B3DF-4462E6E0AB4F","BRIDLEWOOD CHILD LEARNING CENTRE","2 STONEHAVEN DRIVE","OTTAWA","ON","K2M 2P9","","","+16135910171"
"4E59660D-97CE-4FB6-91C2-66D76C2BBB95","CENTRE EDUCATIF LE MANEGE","100  STONEHAVEN DRIVE","OTTAWA","ON","K2M 2H4","","","+16132711621"
"D3A3F261-6A74-479D-B4B9-371121ABA4E8","CERF-VOLANT MARIUS BARBEAU","1345 NOTTINGHILL AVENUE","OTTAWA","ON","K1V 6T3","","","+16137822440"
"9C7C20F0-723D-43B4-91C4-36C1616E5800","KANATA ACADEMY PRIVATE SCHOOL","180 HUNTMAR DR","OTTAWA","ON","K2S 1B9","","","+16135990056"
"A57DC2F9-E545-4E2D-BEA9-799D89B3BA48","LITTLE POPPETS","200 KATIMAVIK ROAD","OTTAWA","ON","K2L 2V5","","",""
"246C62CD-F24E-4CB6-BA22-CE471988FE84","ALADIN HAWTHORNE SITE","2158  ST. LAURENT BOULEVARD","OTTAWA","ON","K1G 1A9","","","+16138630590"
"75BFDC6B-7EDA-4BF4-8E7B-F6E5D41128A1","CENTRE EDUCATIF SERAPHIN-MARION","2147 LOYOLA AVENUE","OTTAWA","ON","K1J 7W3","","",""
"0119C742-50FF-4AAA-AF06-DE49EAB553E4","GLOBAL CHILD CARE SERVICES","101 CROLL STREET","OTTAWA","ON","K1V 1B5","","","+16137387714"
"292A76CE-6F9A-4225-9B2A-FA11E9902FED","MIFO-ECOLE DES PINS","1487 RIDGEBROOK DRIVE","OTTAWA","ON","K1B 4K6","","","+16138420606"
"166CC46F-77FC-47C7-B523-F20D160C24B1","BRIN DE SOLEIL","350 DEN HAAG DRIVE","OTTAWA","ON","K1K 0W9","","","+16137414025"
"06CD4595-1B8A-4046-9779-BFAE5542266A","GARDERIE LE CARREFOUR/ECOLE STE-GENEVIEVE","2198  ARCH STREET","OTTAWA","ON","K1G 2H7","","","+16135236468"
"287212B3-A7BD-43E6-858A-B980A645383C","ANDREW FLECK RIVERVIEW KINDERGARTEN SCHOOL AGE PROGRAM","260  KNOX CRESCENT","OTTAWA","ON","K1G 0K8","","","+16135261541"
"16389208-EB54-4D54-ADEC-E909F4755A9D","CHILDREN'S UNIVERSE","1610 PRESTWICK DRIVE","OTTAWA","ON","K1E 1E8","","","+16137991711"
"77D4925D-82BE-4FC7-8E07-DBFC6988915D","SUGAR & S.P.I.C.E QUALITY CHILDCARE","42 SUMAC STREET","OTTAWA","ON","K1J 6P7","","",""
"752EB6E4-83F6-46AF-BB61-EAF432EA99A0","METCALFE COOPERATIVE NURSERY SCHOOL","8140 VICTORIA STREET","OTTAWA","ON","K0A 2P0","","","+16138213196"
"D192F465-482F-4A9A-8F1F-F47A9C845A54","LA COCCINELLE","665 AUBEPINES DRIVE","OTTAWA","ON","K4A 0Z3","","","+16138244544"
"310ED88C-FD72-4EA9-9F95-F2A15C4E4CD7","OTTAWA MONTESSORI DAY CARE","335  LINDSAY STREET","OTTAWA","ON","K1G 0L6","","","+16135215185"
"43B29A78-A099-44E4-B896-3D95730805C8","FOREST VALLEY SCHOOL AGE PROGRAM","1570  FOREST VALLEY DRIVE","OTTAWA","ON","K1C 6X7","","","+16138418559"
"C52F05CD-E438-41E8-929E-DD0AF2E63343","SUNFLOWER DAY CARE","700  MONTREAL ROAD","OTTAWA","ON","K1K 0T1","","","+16137482268"
"4ED33146-E164-4549-B03B-8FBA4C9B8A35","FERN HILL SCHOOL","50 VAUGHAN STREET","OTTAWA","ON","K1M 1X1","","","+16137460255"
"469C16BD-A733-43D3-82B8-70329FE0E0D4","ORCHARDVIEW MONTESSORI","1367 ST. JOSEPH BOULEVARD","OTTAWA","ON","K1C 7K9","","","+16134244601"
"79822103-DCFB-4DAE-AFC8-84AC7A673A20","ELIZABETH PARK CHILD CARE CENTRE","101 CROIL PRIVATE","OTTAWA","ON","K1V 1B5","","","+16137387714"
"F9A0984E-9527-4082-B486-79490F714A5A","CHILDREN'S CASTLE DAYCARE","1187 HUNT CLUB ROAD","OTTAWA","ON","K1V 8S4","","","+16137330380"
"6F06AF1C-07C9-4C64-AE22-1277AD9DF6E5","CENTRE EDUCATIF LES PETITS PINCEAUX 6","6280 RENAUD STREET","OTTAWA","ON","K4B 1H9","","",""
"AD54D7D1-0143-4470-903D-64131445118C","LA COCCINELLE  ECOLE ARC-EN-CIEL","1830  PORTOBELLO BOULEVARD","OTTAWA","ON","K4A 3T6","","","+16138413490"
"165C0E02-D63E-427E-AD2E-A20825DDB75D","ACADEMY ST. LAURENT  ","641 SLADEN  AVENUE","OTTAWA","ON","K1K 2S8","","","+16138428047"
"91F0287A-5784-468E-813F-314B023886AA","CHARMIAN CRAVEN CHILD CARE","2071 JASMINE CRESCENT","OTTAWA","ON","K1J 7W2","","","+16137469286"
"69229A6B-E6E2-4020-8E44-5E8BB9942084","ST-LAURENT ACADEMY INC   ","2525 LANCASTER ROAD","OTTAWA","ON","K1B 4L5","","","+16138428047"
"5A621585-7C9B-4F3E-A0BA-53FEBA46CEF9","RIDEAU LINK CHILDCARE PROGRAM","815 ST LAURENT BLVD","OTTAWA","ON","K1K 3A7","","","+16137463005"
"C3E5299C-162F-4D7C-9140-269365854573","CENTRE DES PETITS D'OTTAWA","445 PLEASANT PARK ROAD","OTTAWA","ON","K1H 5M9","","","+16138602659"
"4C672350-A06A-44E4-B689-7E3B4E6C8D52","ORLEANS MONTESSORI CHILDRENS","1212 ARBUSTE ROAD","OTTAWA","ON","K4C 1C2","","","+16138331442"
"B2A685FE-D368-42A0-90F1-E9C424BD51A5","HAWTHORNE MEADOWS NURSERY","2244  RUSSELL ROAD","OTTAWA","ON","K1G 1B3","","","+16137311507"
"56A43D88-3F24-4B73-8F3C-934AE89BB0D2","EARLY BEGINNINGS MULT.CHILD","11 NADOLNY SACHS PRIVATE","OTTAWA","ON","K2A 1R9","","","+16137225157"
"ABD287E7-EEF6-49D3-90D8-D6F015763A6B","LA COCCINELLE-REINE DES BOIS","1450 DUFORD DRIVE","OTTAWA","ON","K1E 1E8","","","+16138247176"
"33BD0ADD-9CA3-4C05-8B9C-52E88ABCBFB6","PROGRAMME PP3 PETIT PAS A TROIS ECOLE ST-GUILLAUME","5750  BUCKLAND ROAD","OTTAWA","ON","K0A 3H0","","","+16137442555"
"1F94F11A-FECD-4E69-8BED-A5AD9CB5A573","ST. THOMAS APOSTLE DAY NURSERY","2345 ALTA VISTA DRIVE","OTTAWA","ON","K1H 7M6","","","+16137314150"
"595F9BDE-8A5B-4776-B2F3-3A686A83ACA5","ALTA VISTA CO-OP NURSERY SCHOOL","480 AVALON PLACE","OTTAWA","ON","K1G 0W4","","","+16137339746"
"FCD4ACFF-8572-4849-A6A1-7EEF9784015D","GARDERIE RENEE TASSE","801  AVIATION PARKWAY","OTTAWA","ON","K1K 4R3","","","+16137422493"
"7CFF6377-D8D5-48B3-999C-18008A4D68F1","LA COCCINELLE / BEATRICE DESLOGES","1999  PROVENCE AVENUE","OTTAWA","ON","K1J 1AI","","","+16138412840"
"932C1833-21C0-4C77-A133-1A3D279D6BA6","LA COCCINELLE ECOLE ST. GUILLAUME","5750 BUCKLAND ROAD","OTTAWA","ON","K0A 3H0","","","+16138353202"
"F3AD1F51-3CBF-4B3A-A63F-510F9EA36AC3","OCDSB RIDEAU CHILD CARE CENTRE","815  ST. LAURENT BOULEVARD","OTTAWA","ON","K1K 3A7","","","+16137455414"
"2A92EFAF-86B4-43D4-A418-507B1A13786A","CHILDREN'S VILLAGE","1375  COLONIAL ROAD","OTTAWA","ON","K4B 1J3","","","+16138351583"
"26FA523C-0A0E-4933-8BDD-2C511CAA8CED","AFCCS-CHARLES HULSE","2605 ALTA VISTA DRIVE","OTTAWA","ON","K1V 7T3","","","+16137330868"
"25D748A2-5166-4BF3-BDBB-38A51069367C","LITTLE ACORN EARLY LEARNING CENTRE","1921 OGILVIE ROAD","OTTAWA","ON","K1J 0B9","","",""
"01CEF6E0-56AA-4D82-9437-F48D4BDF678D","C0-OPERATIVE SCHOOL AGE PROGRAM"," Levis Street","OTTAWA","ON","K1L 6H8","","","+16137415563"
"8D6760B6-3429-4728-8287-E792F84103A3","A.B.C. TODDLER DAYCARE CTRE.","5 PINEHURST STREET","OTTAWA","ON","K1Y 1K2","","","+16137299296"
"E419DF05-E9A1-440D-B548-E3847D60135D","CENTRE EDUCATIF LES DEBROUILLARDS","135  ALICE STREET","OTTAWA","ON","K1L 7X5","","","+16137476524"
"5DB362B1-6218-4A40-B236-AFFE02E2FE16","DEVONSHIRE SCHOOL AGE PROGRAM #2","175 BEECH STREET","OTTAWA","ON","K1Y 3T1","","",""
"9550215F-6807-43E1-ACA7-C9C1B26C4DC6","KIDS AND COMPANY WESTBORO","319 MCRAE STREET","OTTAWA","ON","K1Z 5T9","","","+16138532112"
"859B077E-3D2B-400F-86B4-CC20C5AB8EB1","QUEENSWAY PRE-SCHOOL","429 PARKDALE AVENUE","OTTAWA","ON","K1Y 1H3","","","+16137288055"
"ACBEB322-F806-455D-A729-590DF571FA95","LE CARREFOUR D' OTTAWA DAYCARE","35 MELROSE AVENUE","OTTAWA","ON","K1Y 1T8","","","+16137980575"
"79CEC01D-79AC-4F8D-A457-901DB237FB50","OTTAWA CHILDREN'S MONTESSORI CENTRE","630  ISLAND PARK DRIVE","OTTAWA","ON","K1Y 0B7","","","+16132268771"
"2D1AE11D-0715-4106-830F-9A16BEC8249D","ANDREW FLECK CHILD CARE CENTRE","185 GEORGE STREET","OTTAWA","ON","K1N 5W6","","","+16137894100"
"B216679C-0B22-4595-927B-74DEF3C8BE80","GLEBE REGGIO CENTRE/SUNNYSIDE FOOTSTEPS","276 SUNNYSIDE AVENUE","OTTAWA","ON","K1S 0R8","","","+16132363000"
"ACB3DBA4-8F83-4666-99B8-9B85B5E74BDE","WHITEHAVE KINDERGARTEN SCHOOL AGE CENTRE","919 WOODROFFE AVENUE","OTTAWA","ON","K2A 3G9","","","+16137598364"
"627F5A87-DCBA-4E24-844B-928CDE7589A8","CHILDREN ON THE HILL","229 WELLINGTON STREET WEST","OTTAWA","ON","K1A 0A6","","","+16139922879"
"0CE22BA1-3BEF-4DD6-8EF2-753D04D1A4D9","PARKDALE MONTESSORI","555 PARKDALE AVENUE","OTTAWA","ON","K1Y 1H9","","","+16132167275"
"1A4CAA4F-3FDD-4139-AD3A-93066FF40A76","CENTRE DE PETITE ENFANCE DU ROCHER","235 DONALD STREET","OTTAWA","ON","K1K 1N1","","","+18196435679"
"27E1CFAE-3B3F-4C58-9992-2873AB6551D3","ANDREW FLECK CHILD CARE SERVICES CARLETON HEIGHTS CHILD CARE","1661 Prince of Whales Drive","OTTAWA","ON","","","","+16132248391"
"E93E3477-9FF6-4136-B0E2-74CF84036AE2","ANDREW FLECK CHILD CARE CENTRE","195 GEORGE STREET","OTTAWA","ON","K1N 5W6","","","+16137894100"
"6C8F9B39-6B56-46D6-8EE3-1867FA952EA7","LITTLE EXPLORERS REGGIO EMILIA PRE-SCHOOL","6 DEAKIN STREET","OTTAWA","ON","K3E 1C4","","","+16136972810"
"FB1A6193-DDC8-42A5-89CD-B2387D292844","RIVER PARKWAY CHILDREN'S CENTRE","40  CLEARY AVENUE","OTTAWA","ON","K2A 4A1","","","+16137293129"
"E066255C-7C36-4D7A-9873-5CEDEE3F613D","HURON EARLY LEARNING CENTRE","24  CAPILANO DRIVE","OTTAWA","ON","K2E 6G2","","","+16132244878"
"B5EF2877-AFF1-4FB6-B170-55DA7F9F2C1E","WESTBORO VILLAGE CO-OP","470 ROOSEVELT AVENUE","OTTAWA","ON","K2A 1Z7","","","+16137289473"
"F10F0DC6-4EE7-4097-9C21-0B59DECC80B5","RAVENHILL SCHOOL AGE","345 RAVENHILL AVENUE","OTTAWA","ON","K2A 0J5","","","+16137255157"
