"business_id","date","code","description"
"00DD2FE2-676D-4E3A-B209-E8E14BC2FD77","20140723","",""
"01179001-53A7-4037-8535-83B09A56CACD","20161003","NFS41","A test reagent for determining the concentration of sanitizer and an accurate thermometer to determine the temperature of the sanitizing solution shall be readily available where the sanitizing takes place [Sec. 75(2)] 
"
"01179001-53A7-4037-8535-83B09A56CACD","20161003","NFS03","Food is held at 4°C (40°F) or less [Sec.33] 
"
"012F7655-D33A-4638-BD8E-4029142DC963","20100401","",""
"012F7655-D33A-4638-BD8E-4029142DC963","20141007","",""
"01754219-AC79-4C1B-92C3-93518CC63F0C","20141015","",""
"0194B26E-4955-471B-996E-1334CDD02C8C","20100211","",""
"0194B26E-4955-471B-996E-1334CDD02C8C","20100205","",""
"0194B26E-4955-471B-996E-1334CDD02C8C","20131010","",""
"0194B26E-4955-471B-996E-1334CDD02C8C","20111129","",""
"01B59602-17F0-40F9-A5F0-33791368938C","20121023","",""
"01B59602-17F0-40F9-A5F0-33791368938C","20140611","",""
"01B59602-17F0-40F9-A5F0-33791368938C","20160531","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"01B59602-17F0-40F9-A5F0-33791368938C","20160531","NFS37","Every food premise shall provide at least one sanitary facility for each sex and shall be,[Sec. 68]
"
"01B59602-17F0-40F9-A5F0-33791368938C","20160531","NFS33","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"01B59602-17F0-40F9-A5F0-33791368938C","20131223","",""
"01B59602-17F0-40F9-A5F0-33791368938C","20090610","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20110929","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20160809","NFS11","Cutting boards, blocks, tables, bowls, platters and churns of hardwood or other materials may be used where,[Sec. 19(2)]
"
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20160809","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20130613","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20120131","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20100827","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20140805","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20131010","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20131007","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20130606","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20121122","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20150311","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20091202","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20130213","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20150310","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20140730","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20130205","",""
"01C503D0-E6AC-482D-A0B4-9D01B38D3726","20100331","",""
"01CE19E4-531D-4446-AE02-47337C9DDC0D","20140527","",""
"01CE19E4-531D-4446-AE02-47337C9DDC0D","20141106","",""
"01CE19E4-531D-4446-AE02-47337C9DDC0D","20130228","",""
"01E2E1AD-D38D-400D-B6B7-11A72167844E","20100210","",""
"01E2E1AD-D38D-400D-B6B7-11A72167844E","20141106","",""
"01E2E1AD-D38D-400D-B6B7-11A72167844E","20100914","",""
"01E2E1AD-D38D-400D-B6B7-11A72167844E","20150422","",""
"01E2E1AD-D38D-400D-B6B7-11A72167844E","20090812","",""
"01E2E1AD-D38D-400D-B6B7-11A72167844E","20110823","",""
"01E5CC88-D232-4832-A687-ED46B783DB30","20120913","",""
"01E5CC88-D232-4832-A687-ED46B783DB30","20090723","",""
"01E5CC88-D232-4832-A687-ED46B783DB30","20140218","",""
"01E5CC88-D232-4832-A687-ED46B783DB30","20101220","",""
"01E5CC88-D232-4832-A687-ED46B783DB30","20100318","",""
"01E5CC88-D232-4832-A687-ED46B783DB30","20111122","",""
"01E5CC88-D232-4832-A687-ED46B783DB30","20090426","",""
"01E5CC88-D232-4832-A687-ED46B783DB30","20090226","",""
"01E5CC88-D232-4832-A687-ED46B783DB30","20110418","",""
"01E5CC88-D232-4832-A687-ED46B783DB30","20160822","NFS44","Utensils that have been cleaned and sanitized shall be transported and stored in such a manner as to prevent contamination [Sec.81]
"
"01E5CC88-D232-4832-A687-ED46B783DB30","20160822","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"01E5CC88-D232-4832-A687-ED46B783DB30","20090923","",""
"01F56BE3-3A83-4E34-8780-FC8253981E41","20110719","",""
"01F56BE3-3A83-4E34-8780-FC8253981E41","20100319","",""
"01F56BE3-3A83-4E34-8780-FC8253981E41","20101123","",""
"01F56BE3-3A83-4E34-8780-FC8253981E41","20150119","",""
"01F56BE3-3A83-4E34-8780-FC8253981E41","20110720","",""
"01F56BE3-3A83-4E34-8780-FC8253981E41","20150713","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20120210","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20120807","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20150414","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20120427","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20120618","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20101110","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20160809","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20160809","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20160809","NFS44","Utensils that have been cleaned and sanitized shall be transported and stored in such a manner as to prevent contamination [Sec.81]
"
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20111220","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20160304","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20111018","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20120828","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20150824","",""
"01FEE1A2-7DBC-416B-AA34-80FAA2286E0A","20140219","",""
"0220D89A-6E2B-4C17-B5A4-8A296BE7DF46","20150123","",""
"0220D89A-6E2B-4C17-B5A4-8A296BE7DF46","20111220","",""
"02336B27-6FF0-4F73-925C-078B091F18BC","20151214","NFS33","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"02336B27-6FF0-4F73-925C-078B091F18BC","20151214","NFS04","Thermometers used to verify food preparation and storage temperatures [Sec.33(14)] 
"
"02336B27-6FF0-4F73-925C-078B091F18BC","20140121","",""
"023CB014-BEC2-4774-889F-659DAB63B52F","20150324","",""
"026F036F-FD0A-496D-8BF4-011CC310B169","20160901","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"0275099D-4AD5-45CA-8C72-39B0FFA2832C","20100601","",""
"0275099D-4AD5-45CA-8C72-39B0FFA2832C","20090305","",""
"0275099D-4AD5-45CA-8C72-39B0FFA2832C","20090717","",""
"0275099D-4AD5-45CA-8C72-39B0FFA2832C","20141126","",""
"0275099D-4AD5-45CA-8C72-39B0FFA2832C","20121016","",""
"0275099D-4AD5-45CA-8C72-39B0FFA2832C","20111208","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20140423","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20130426","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20130826","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20100715","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20090522","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20160222","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"027CCA55-B67C-4894-85EB-E6DBE7342984","20090911","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20111103","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20130124","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20150205","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20100716","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20151006","",""
"027CCA55-B67C-4894-85EB-E6DBE7342984","20100714","",""
"02A08C1A-B64F-4CAA-B841-2AC656B304E5","20111018","",""
"02A08C1A-B64F-4CAA-B841-2AC656B304E5","20160621","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"02A08C1A-B64F-4CAA-B841-2AC656B304E5","20160621","NFS03","Food is held at 4°C (40°F) or less [Sec.33] 
"
"02A08C1A-B64F-4CAA-B841-2AC656B304E5","20130515","",""
"02ABB122-03EE-472B-8950-EC40002C34A3","20150716","",""
"02ABB122-03EE-472B-8950-EC40002C34A3","20161018","NFS13","Every food premise shall be provided with: 
"
"02ABB122-03EE-472B-8950-EC40002C34A3","20140818","",""
"02B3FD33-05C7-4735-90CA-46A8F935BE13","20161019","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"02DACE10-5A93-41CB-B88C-8CED91CF7464","20090514","",""
"02DACE10-5A93-41CB-B88C-8CED91CF7464","20090319","",""
"02DACE10-5A93-41CB-B88C-8CED91CF7464","20090305","",""
"02FA4C3F-2FF9-43E7-81AF-CA8B5C542D57","20090422","",""
"02FA4C3F-2FF9-43E7-81AF-CA8B5C542D57","20090504","",""
"03105C8B-5340-447B-BC82-2891463F21C1","20130923","",""
"03105C8B-5340-447B-BC82-2891463F21C1","20130605","",""
"03105C8B-5340-447B-BC82-2891463F21C1","20140409","",""
"03105C8B-5340-447B-BC82-2891463F21C1","20140401","",""
"03134BAC-4A50-4FF5-8244-3A2906263118","20090928","",""
"03134BAC-4A50-4FF5-8244-3A2906263118","20090922","",""
"03134BAC-4A50-4FF5-8244-3A2906263118","20100830","",""
"0327DB08-F005-40F4-876B-8D21F40A4034","20160822","NFS45","Where a utensil is so large as to preclude washing and sanitizing by means of sinks or other machines, it shall be washed or scrubbed with a detergent solution, rinsed with clean water and, [Sec.82]
"
"0327DB08-F005-40F4-876B-8D21F40A4034","20160822","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"0327DB08-F005-40F4-876B-8D21F40A4034","20090522","",""
"0327DB08-F005-40F4-876B-8D21F40A4034","20141204","",""
"0336C162-64D3-408F-8ACE-91B6C1C95B4C","20100819","",""
"0361D345-B156-4929-A1C4-6F424BB145BB","20130826","",""
"0361D345-B156-4929-A1C4-6F424BB145BB","20141103","",""
"0361D345-B156-4929-A1C4-6F424BB145BB","20140825","",""
"0372E361-ADF1-4ED1-A9C3-C60967FA593D","20160322","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"0372E361-ADF1-4ED1-A9C3-C60967FA593D","20160322","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"0372E361-ADF1-4ED1-A9C3-C60967FA593D","20090910","",""
"0372E361-ADF1-4ED1-A9C3-C60967FA593D","20100916","",""
"0372E361-ADF1-4ED1-A9C3-C60967FA593D","20100205","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20090512","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20161014","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20130820","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20160205","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20160205","NFS12","Every food premise shall be provided with:
"
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20160205","NFS42","Mechanical equipment shall be, so constructed, designed and maintained that, [Sec. 77(a)] 
"
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20110118","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20121211","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20140407","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20161007","NFS12","Every food premise shall be provided with:
"
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20161007","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20110117","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20130402","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20150630","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20141117","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20121210","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20100915","",""
"0388B78D-B9B7-4F7C-BD00-53F83025D64E","20130823","",""
"038CE7CB-58A1-47F3-9451-CBCE621B6CA2","20160331","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"038CE7CB-58A1-47F3-9451-CBCE621B6CA2","20160331","NFS33","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"038CE7CB-58A1-47F3-9451-CBCE621B6CA2","20160331","NFS42","Mechanical equipment shall be, so constructed, designed and maintained that, [Sec. 77(a)] 
"
"0397C042-7F0D-4323-9242-E75BD97043EB","20150417","",""
"0397C042-7F0D-4323-9242-E75BD97043EB","20160707","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"0397C042-7F0D-4323-9242-E75BD97043EB","20131119","",""
"0397C042-7F0D-4323-9242-E75BD97043EB","20151223","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"0397C042-7F0D-4323-9242-E75BD97043EB","20151223","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"0397C042-7F0D-4323-9242-E75BD97043EB","20120731","",""
"0397C042-7F0D-4323-9242-E75BD97043EB","20141124","",""
"0397C042-7F0D-4323-9242-E75BD97043EB","20120628","",""
"0397C042-7F0D-4323-9242-E75BD97043EB","20131213","",""
"0397C042-7F0D-4323-9242-E75BD97043EB","20120629","",""
"0397C042-7F0D-4323-9242-E75BD97043EB","20150514","",""
"0397C042-7F0D-4323-9242-E75BD97043EB","20150521","",""
"0397C042-7F0D-4323-9242-E75BD97043EB","20150820","",""
"03ABD514-F39E-4167-A2A5-28E5A7CDFC81","20101230","",""
"03ABD514-F39E-4167-A2A5-28E5A7CDFC81","20100907","",""
"03ABD514-F39E-4167-A2A5-28E5A7CDFC81","20110920","",""
"03ABD514-F39E-4167-A2A5-28E5A7CDFC81","20100901","",""
"03ABD514-F39E-4167-A2A5-28E5A7CDFC81","20100914","",""
"03ABD514-F39E-4167-A2A5-28E5A7CDFC81","20140710","",""
"03ABD514-F39E-4167-A2A5-28E5A7CDFC81","20120424","",""
"03ABD514-F39E-4167-A2A5-28E5A7CDFC81","20121205","",""
"03C7E0F3-A60C-4FD6-87EE-7039CBFA10E9","20160519","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"03E847D3-C9B7-4EDE-9B8A-F9E718B54F75","20151201","NFS35","Cloths and towels used for washing, drying or polishing utensils or cleaning tables shall be, [Sec. 62] 
"
"03E847D3-C9B7-4EDE-9B8A-F9E718B54F75","20151201","NFS32","Cooking equipment shall be, [Sec. 58]
"
"03E847D3-C9B7-4EDE-9B8A-F9E718B54F75","20151201","NFS42","Mechanical equipment shall be, so constructed, designed and maintained that, [Sec. 77(a)] 
"
"03E847D3-C9B7-4EDE-9B8A-F9E718B54F75","20151201","NFS31","Frequency of garbage removal and wastes adequate to maintain the premises in a sanitary condition [Sec.57]
"
"03E847D3-C9B7-4EDE-9B8A-F9E718B54F75","20160727","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"03E847D3-C9B7-4EDE-9B8A-F9E718B54F75","20160727","NFS04","Thermometers used to verify food preparation and storage temperatures [Sec.33(14)] 
"
"03E847D3-C9B7-4EDE-9B8A-F9E718B54F75","20160727","NFS03","Food is held at 4°C (40°F) or less [Sec.33] 
"
"03E847D3-C9B7-4EDE-9B8A-F9E718B54F75","20150814","",""
"03EEDB5D-C984-4713-8A61-F775F2D18FC6","20110823","",""
"03EEDB5D-C984-4713-8A61-F775F2D18FC6","20090225","",""
"03EEDB5D-C984-4713-8A61-F775F2D18FC6","20090304","",""
"03EEDB5D-C984-4713-8A61-F775F2D18FC6","20100928","",""
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20140324","",""
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20140327","",""
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20140331","",""
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20161003","NFS11","Cutting boards, blocks, tables, bowls, platters and churns of hardwood or other materials may be used where,[Sec. 19(2)]
"
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20161003","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20161003","NFS35","Cloths and towels used for washing, drying or polishing utensils or cleaning tables shall be, [Sec. 62] 
"
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20161003","NFS13","Every food premise shall be provided with: 
"
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20150817","",""
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20131108","",""
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20160420","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20150106","",""
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20131106","",""
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20140829","",""
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20140813","",""
"03FE1CEA-73B3-4F72-AE34-70191BEF2EAC","20141212","",""
